item_id,name,category,style,material,color,brand,price
item735,Industrial Sofa,Cabinet,Industrial,Metal,Black,IKEA,809.5
item736,Modern Cabinet,Table,Rustic,Glass,Black,Ashley,888.05
item737,Minimalist Cabinet,Bed,Modern,Wood,Brown,IKEA,337.72
item738,Modern Sofa,Table,Rustic,Velvet,White,Wayfair,826.2
item739,Vintage Bed,Bed,Minimalist,Wood,Black,IKEA,52.25
item740,Modern Table,Sofa,Rustic,Metal,Blue,Wayfair,757.42
item741,Vintage Table,Sofa,Modern,Metal,Gray,Ashley,171.2
item742,Vintage Bed,Sofa,Vintage,Leather,Gray,Herman Miller,203.01
item743,Industrial Table,Sofa,Modern,Leather,Blue,Wayfair,412.63
item744,Modern Chair,Table,Modern,Velvet,White,West Elm,458.59
item745,Minimalist Bed,Sofa,Modern,Leather,Gray,IKEA,496.96
item746,Industrial Table,Bed,Industrial,Wood,Black,West Elm,708.87
item747,Industrial Bed,Chair,Industrial,Metal,Brown,Herman Miller,825.09
item748,Rustic Cabinet,Chair,Rustic,Leather,Brown,Herman Miller,385.66
item749,Rustic Cabinet,Bed,Vintage,Metal,Blue,IKEA,136.78
item750,Modern Chair,Cabinet,Rustic,Leather,Black,Herman Miller,902.89
item751,Rustic Sofa,Cabinet,Industrial,Wood,White,Wayfair,445.56
item752,Vintage Cabinet,Table,Minimalist,Leather,Blue,IKEA,110.18
item753,Rustic Chair,Table,Minimalist,Metal,Blue,Ashley,614.28
item754,Minimalist Table,Cabinet,Minimalist,Glass,Blue,Herman Miller,261.56
item755,Minimalist Sofa,Bed,Rustic,Velvet,White,Wayfair,158.66
item756,Minimalist Chair,Bed,Rustic,Wood,Brown,Wayfair,778.11
item757,Minimalist Bed,Sofa,Minimalist,Velvet,Blue,IKEA,136.63
item758,Minimalist Chair,Sofa,Modern,Glass,Brown,Herman Miller,466.24
item759,Rustic Cabinet,Cabinet,Industrial,Wood,Black,Ashley,176.84
item760,Vintage Table,Table,Vintage,Glass,Brown,Herman Miller,927.56
item761,Minimalist Cabinet,Sofa,Modern,Leather,Black,Herman Miller,87.53
item762,Vintage Table,Sofa,Minimalist,Wood,Gray,Wayfair,875.48
item763,Modern Bed,Table,Modern,Glass,Gray,Herman Miller,145.98
item764,Rustic Chair,Cabinet,Vintage,Leather,White,IKEA,422.29
item765,Rustic Cabinet,Cabinet,Minimalist,Leather,Black,IKEA,237.71
item766,Vintage Chair,Bed,Minimalist,Wood,Brown,West Elm,510.99
item767,Rustic Cabinet,Table,Vintage,Glass,Black,Ashley,981.54
item768,Rustic Chair,Cabinet,Rustic,Wood,Brown,IKEA,617.75
item769,Minimalist Table,Table,Industrial,Wood,Black,West Elm,435.41
item770,Minimalist Chair,Bed,Minimalist,Wood,White,West Elm,877.06
item771,Vintage Chair,Table,Rustic,Glass,White,Wayfair,292.23
item772,Minimalist Sofa,Sofa,Modern,Wood,Gray,Herman Miller,627.6
item773,Vintage Bed,Table,Rustic,Metal,Gray,IKEA,757.79
item774,Modern Bed,Bed,Modern,Metal,Blue,West Elm,726.23
item775,Vintage Cabinet,Sofa,Rustic,Velvet,Gray,Wayfair,926.75
item776,Modern Table,Table,Vintage,Leather,Blue,Herman Miller,253.28
item777,Vintage Cabinet,Table,Modern,Glass,White,Ashley,242.63
item778,Vintage Chair,Cabinet,Vintage,Wood,Black,West Elm,104.31
item779,Industrial Bed,Cabinet,Vintage,Metal,Gray,Wayfair,606.18
item780,Vintage Cabinet,Sofa,Industrial,Leather,Brown,IKEA,897.43
item781,Minimalist Cabinet,Cabinet,Rustic,Leather,Black,Ashley,491.43
item782,Minimalist Table,Cabinet,Vintage,Velvet,Gray,West Elm,240.61
item783,Vintage Table,Bed,Vintage,Metal,Brown,Ashley,752.72
item784,Modern Cabinet,Table,Vintage,Glass,White,Ashley,368.43
item785,Modern Chair,Sofa,Modern,Wood,Brown,West Elm,539.01
item786,Modern Cabinet,Chair,Modern,Wood,Blue,Herman Miller,731.28
item787,Industrial Cabinet,Cabinet,Rustic,Glass,Brown,Herman Miller,302.69
item788,Rustic Chair,Chair,Industrial,Metal,Black,Herman Miller,634.77
item789,Modern Sofa,Bed,Modern,Velvet,White,Ashley,214.32
item790,Modern Table,Bed,Industrial,Metal,White,Wayfair,933.88
item791,Industrial Bed,Chair,Modern,Glass,Blue,Wayfair,411.7
item792,Minimalist Chair,Sofa,Vintage,Glass,White,Herman Miller,627.81
item793,Rustic Bed,Sofa,Minimalist,Glass,White,Herman Miller,217.04
item794,Rustic Sofa,Sofa,Industrial,Metal,White,Ashley,645.51
item795,Minimalist Sofa,Chair,Rustic,Glass,Brown,West Elm,600.72
item796,Modern Table,Bed,Rustic,Velvet,White,Wayfair,930.42
item797,Modern Chair,Bed,Minimalist,Metal,Black,West Elm,200.68
item798,Rustic Bed,Table,Vintage,Metal,Brown,IKEA,324.64
item799,Industrial Bed,Sofa,Industrial,Glass,White,Herman Miller,356.54
item800,Minimalist Sofa,Table,Vintage,Leather,White,Wayfair,382.19
item801,Industrial Table,Bed,Minimalist,Velvet,Brown,Ashley,984.3
item802,Vintage Chair,Chair,Industrial,Wood,Gray,IKEA,848.47
item803,Vintage Sofa,Bed,Minimalist,Glass,Black,Ashley,830.51
item804,Minimalist Table,Table,Industrial,Wood,Black,IKEA,863.07
item805,Industrial Table,Cabinet,Minimalist,Wood,Black,Wayfair,257.38
item806,Minimalist Chair,Table,Rustic,Glass,Brown,Herman Miller,280.18
item807,Vintage Chair,Sofa,Vintage,Velvet,Black,Wayfair,571.12
item808,Vintage Chair,Chair,Industrial,Metal,Brown,Wayfair,53.64
item809,Modern Table,Cabinet,Minimalist,Velvet,Brown,West Elm,230.13
item810,Minimalist Table,Chair,Minimalist,Leather,White,Ashley,784.81
item811,Industrial Cabinet,Table,Industrial,Velvet,Blue,IKEA,747.72
item812,Industrial Chair,Table,Modern,Metal,Gray,Ashley,684.93
item813,Rustic Bed,Table,Industrial,Glass,Gray,IKEA,442.56
item814,Industrial Sofa,Chair,Industrial,Glass,Black,West Elm,178.51
item815,Modern Sofa,Cabinet,Modern,Metal,Blue,IKEA,767.9
item816,Industrial Bed,Sofa,Minimalist,Metal,Black,Wayfair,943.44
item817,Modern Bed,Bed,Modern,Wood,Blue,IKEA,58.65
item818,Industrial Table,Table,Rustic,Velvet,Brown,Herman Miller,53.67
item819,Industrial Bed,Bed,Industrial,Metal,Blue,Herman Miller,61.28
item820,Modern Cabinet,Table,Minimalist,Wood,White,West Elm,292.41
item821,Minimalist Bed,Chair,Minimalist,Leather,Blue,Ashley,930.61
item822,Modern Cabinet,Table,Rustic,Leather,Black,West Elm,349.99
item823,Industrial Sofa,Sofa,Industrial,Metal,Brown,IKEA,370.24
item824,Modern Sofa,Table,Vintage,Velvet,Blue,West Elm,593.5
item825,Vintage Cabinet,Chair,Industrial,Velvet,Blue,West Elm,644.58
item826,Rustic Table,Cabinet,Vintage,Leather,Black,Ashley,80.54
item827,Industrial Table,Sofa,Industrial,Glass,Brown,Ashley,640.27
item828,Industrial Cabinet,Sofa,Industrial,Glass,Blue,West Elm,312.67
item829,Rustic Chair,Chair,Rustic,Leather,White,IKEA,679.96
item830,Vintage Cabinet,Table,Industrial,Leather,Brown,West Elm,554.65
item831,Industrial Sofa,Cabinet,Rustic,Glass,Blue,Ashley,220.88
item832,Vintage Cabinet,Bed,Vintage,Velvet,White,IKEA,874.68
item833,Modern Bed,Table,Modern,Metal,Brown,Wayfair,295.87
item834,Minimalist Bed,Bed,Minimalist,Leather,Blue,West Elm,85.32
item835,Vintage Table,Table,Rustic,Wood,Brown,Herman Miller,959.77
item836,Rustic Cabinet,Table,Industrial,Velvet,Black,IKEA,950.25
item837,Vintage Sofa,Cabinet,Industrial,Velvet,Gray,Wayfair,372.42
item838,Modern Sofa,Table,Industrial,Leather,White,Herman Miller,175.93
item839,Minimalist Sofa,Table,Modern,Metal,Blue,Herman Miller,253.1
item840,Vintage Chair,Table,Modern,Leather,Gray,West Elm,474.27
item841,Industrial Sofa,Sofa,Minimalist,Velvet,Gray,West Elm,190.56
item842,Vintage Table,Chair,Modern,Metal,White,Ashley,710.87
item843,Rustic Chair,Chair,Modern,Metal,Gray,Ashley,479.15
item844,Vintage Chair,Table,Modern,Velvet,Brown,Wayfair,91.09
item845,Industrial Table,Chair,Industrial,Velvet,Gray,West Elm,248.29
item846,Industrial Bed,Cabinet,Minimalist,Wood,Blue,IKEA,313.09
item847,Modern Cabinet,Chair,Rustic,Leather,Blue,West Elm,234.35
item848,Industrial Sofa,Table,Industrial,Velvet,Black,Wayfair,456.02
item849,Minimalist Cabinet,Chair,Minimalist,Wood,Black,Wayfair,791.26
item850,Minimalist Table,Chair,Industrial,Velvet,Black,Herman Miller,205.12
item851,Minimalist Chair,Bed,Industrial,Wood,Blue,West Elm,94.09
item852,Industrial Table,Table,Vintage,Velvet,Gray,West Elm,123.39
item853,Industrial Table,Sofa,Industrial,Wood,Brown,Wayfair,765.41
item854,Minimalist Bed,Bed,Rustic,Wood,Black,Ashley,321.47
item855,Vintage Table,Cabinet,Minimalist,Leather,Gray,Herman Miller,482.42
item856,Modern Bed,Cabinet,Modern,Metal,White,Wayfair,788.08
item857,Vintage Sofa,Chair,Vintage,Glass,Black,Herman Miller,512.38
item858,Industrial Table,Chair,Rustic,Glass,White,Wayfair,333.38
item859,Rustic Table,Chair,Rustic,Leather,Blue,Herman Miller,676.1
item860,Industrial Bed,Sofa,Modern,Leather,Brown,Herman Miller,529.85
item861,Modern Table,Chair,Modern,Metal,White,West Elm,175.36
item862,Industrial Chair,Sofa,Rustic,Metal,Black,Ashley,746.29
item863,Vintage Cabinet,Bed,Industrial,Glass,Blue,Wayfair,584.46
item864,Minimalist Table,Bed,Minimalist,Metal,Brown,Wayfair,943.57
item865,Modern Table,Table,Minimalist,Glass,Blue,IKEA,666.37
item866,Rustic Bed,Cabinet,Rustic,Glass,White,Wayfair,408.57
item867,Modern Cabinet,Bed,Vintage,Leather,Gray,Wayfair,913.53
item868,Rustic Cabinet,Cabinet,Rustic,Leather,White,Wayfair,653.19
item869,Vintage Chair,Sofa,Rustic,Leather,Brown,IKEA,738.09
item870,Vintage Table,Cabinet,Minimalist,Wood,White,Ashley,888.1
item871,Minimalist Bed,Cabinet,Minimalist,Wood,White,Wayfair,435.32
item872,Modern Sofa,Cabinet,Rustic,Leather,Black,West Elm,474.49
item873,Modern Bed,Bed,Rustic,Wood,White,Ashley,808.95
item874,Industrial Sofa,Cabinet,Modern,Velvet,Gray,Wayfair,462.32
item875,Vintage Table,Table,Vintage,Glass,Brown,West Elm,857.52
item876,Modern Cabinet,Chair,Vintage,Leather,Blue,Herman Miller,286.1
item877,Rustic Bed,Cabinet,Rustic,Velvet,White,IKEA,628.0
item878,Industrial Chair,Bed,Vintage,Velvet,Gray,Wayfair,310.26
item879,Minimalist Bed,Table,Industrial,Wood,Black,Ashley,994.31
item880,Industrial Cabinet,Sofa,Industrial,Glass,White,Herman Miller,317.32
item881,Modern Cabinet,Bed,Modern,Metal,Black,IKEA,770.02
item882,Modern Chair,Chair,Industrial,Metal,Gray,West Elm,962.75
item883,Rustic Cabinet,Cabinet,Modern,Metal,White,Wayfair,967.61
item884,Minimalist Cabinet,Cabinet,Vintage,Wood,Brown,IKEA,726.54
item885,Minimalist Cabinet,Sofa,Industrial,Leather,Brown,Wayfair,888.84
item886,Rustic Sofa,Chair,Vintage,Metal,Brown,West Elm,453.97
item887,Industrial Chair,Chair,Modern,Glass,Brown,Wayfair,283.68
item888,Minimalist Bed,Sofa,Vintage,Wood,Black,West Elm,360.29
item889,Vintage Chair,Sofa,Minimalist,Metal,Gray,IKEA,172.71
item890,Rustic Sofa,Sofa,Minimalist,Wood,Gray,West Elm,839.58
item891,Rustic Bed,Chair,Minimalist,Metal,White,Wayfair,541.82
item892,Rustic Bed,Bed,Modern,Leather,Gray,West Elm,645.93
item893,Industrial Sofa,Cabinet,Vintage,Glass,White,Herman Miller,497.98
item894,Modern Bed,Table,Rustic,Velvet,Brown,IKEA,386.48
item895,Modern Sofa,Chair,Minimalist,Leather,Black,Wayfair,490.97
item896,Vintage Cabinet,Chair,Modern,Velvet,Black,Herman Miller,783.28
item897,Modern Bed,Cabinet,Vintage,Leather,Blue,West Elm,750.43
item898,Vintage Chair,Chair,Vintage,Velvet,Gray,Wayfair,501.89
item899,Industrial Sofa,Bed,Minimalist,Metal,Gray,Ashley,956.49
item900,Minimalist Bed,Bed,Rustic,Glass,Black,Ashley,606.38
item901,Rustic Sofa,Table,Minimalist,Leather,Blue,Wayfair,58.71
item902,Modern Chair,Sofa,Industrial,Glass,Brown,Herman Miller,388.99
item903,Rustic Sofa,Cabinet,Modern,Wood,White,IKEA,759.18
item904,Minimalist Table,Table,Rustic,Glass,Brown,Ashley,503.64
item905,Minimalist Chair,Bed,Minimalist,Glass,Black,Ashley,695.88
item906,Minimalist Bed,Table,Industrial,Metal,Blue,Herman Miller,627.73
item907,Rustic Bed,Cabinet,Vintage,Metal,Blue,Wayfair,301.36
item908,Rustic Cabinet,Sofa,Industrial,Wood,White,West Elm,379.9
item909,Vintage Sofa,Chair,Vintage,Leather,Blue,Wayfair,704.15
item910,Vintage Sofa,Sofa,Modern,Glass,Gray,Wayfair,989.75
item911,Minimalist Table,Table,Vintage,Leather,Brown,IKEA,765.87
item912,Vintage Sofa,Table,Rustic,Metal,White,Herman Miller,283.29
item913,Rustic Sofa,Chair,Minimalist,Wood,White,Wayfair,933.94
item914,Minimalist Table,Bed,Modern,Glass,Brown,Wayfair,386.62
item915,Minimalist Cabinet,Table,Rustic,Wood,Gray,Ashley,142.7
item916,Modern Sofa,Sofa,Vintage,Wood,White,Wayfair,715.58
item917,Modern Sofa,Chair,Industrial,Glass,White,Herman Miller,775.8
item918,Vintage Sofa,Table,Minimalist,Wood,White,Ashley,768.91
item919,Vintage Table,Sofa,Industrial,Glass,Brown,IKEA,603.51
item920,Industrial Bed,Chair,Minimalist,Wood,Black,IKEA,808.33
item921,Rustic Chair,Chair,Minimalist,Velvet,Brown,West Elm,220.77
item922,Industrial Table,Sofa,Industrial,Glass,Blue,Herman Miller,635.13
item923,Industrial Sofa,Bed,Industrial,Leather,Brown,Wayfair,969.79
item924,Industrial Bed,Bed,Vintage,Velvet,Gray,West Elm,735.42
item925,Industrial Sofa,Chair,Vintage,Glass,Black,Ashley,920.55
item926,Modern Chair,Bed,Vintage,Leather,White,Wayfair,662.51
item927,Modern Table,Sofa,Rustic,Glass,Brown,West Elm,330.93
item928,Modern Table,Cabinet,Industrial,Leather,Brown,IKEA,375.05
item929,Rustic Cabinet,Table,Industrial,Wood,Brown,Herman Miller,388.6
item930,Modern Bed,Bed,Vintage,Velvet,White,West Elm,452.03
item931,Vintage Chair,Bed,Rustic,Wood,Brown,Ashley,658.81
item932,Industrial Bed,Bed,Industrial,Glass,Gray,Wayfair,250.19
item933,Modern Cabinet,Bed,Modern,Leather,White,Ashley,702.92
item934,Rustic Sofa,Bed,Vintage,Leather,Black,Ashley,395.37
item935,Vintage Bed,Sofa,Minimalist,Metal,Black,West Elm,860.38
item936,Vintage Sofa,Cabinet,Minimalist,Metal,Gray,Herman Miller,84.11
item937,Minimalist Cabinet,Cabinet,Rustic,Metal,Black,West Elm,360.74
item938,Industrial Table,Table,Rustic,Velvet,Blue,Herman Miller,353.6
item939,Minimalist Cabinet,Chair,Vintage,Leather,Gray,West Elm,928.5
item940,Minimalist Chair,Cabinet,Industrial,Wood,Black,Wayfair,970.18
item941,Industrial Chair,Bed,Modern,Glass,Blue,Herman Miller,743.25
item942,Industrial Table,Bed,Rustic,Glass,Gray,Ashley,110.4
item943,Modern Chair,Chair,Rustic,Wood,Gray,Ashley,768.14
item944,Minimalist Table,Chair,Modern,Wood,Blue,Herman Miller,906.55
item945,Minimalist Cabinet,Cabinet,Industrial,Wood,Blue,Ashley,785.66
item946,Modern Chair,Table,Minimalist,Leather,White,Ashley,846.01
item947,Rustic Sofa,Chair,Rustic,Glass,Blue,Herman Miller,669.56
item948,Minimalist Bed,Chair,Rustic,Leather,Blue,West Elm,985.99
item949,Minimalist Cabinet,Cabinet,Rustic,Wood,Gray,IKEA,666.05
item950,Modern Sofa,Cabinet,Minimalist,Leather,Gray,IKEA,974.45
item951,Industrial Chair,Chair,Industrial,Glass,Gray,Wayfair,686.32
item952,Rustic Chair,Cabinet,Vintage,Velvet,Black,Wayfair,125.39
item953,Modern Chair,Cabinet,Modern,Glass,Brown,IKEA,565.29
item954,Rustic Cabinet,Table,Industrial,Velvet,Blue,IKEA,358.89
item955,Minimalist Sofa,Cabinet,Vintage,Velvet,Brown,West Elm,901.32
item956,Vintage Sofa,Bed,Rustic,Glass,Brown,Ashley,698.15
item957,Minimalist Table,Sofa,Industrial,Leather,Black,Wayfair,785.64
item958,Modern Bed,Cabinet,Modern,Velvet,Brown,Wayfair,317.33
item959,Industrial Sofa,Bed,Vintage,Velvet,Blue,IKEA,587.68
item960,Minimalist Cabinet,Sofa,Industrial,Velvet,White,Herman Miller,602.67
item961,Minimalist Table,Table,Minimalist,Velvet,Brown,Herman Miller,69.93
item962,Vintage Chair,Bed,Modern,Velvet,Brown,Ashley,941.27
item963,Minimalist Bed,Cabinet,Vintage,Glass,Gray,IKEA,778.19
item964,Rustic Chair,Bed,Minimalist,Velvet,Gray,IKEA,764.88
item965,Rustic Cabinet,Cabinet,Industrial,Glass,White,Herman Miller,56.65
item966,Modern Table,Cabinet,Minimalist,Metal,Blue,West Elm,688.28
item967,Modern Sofa,Cabinet,Rustic,Leather,Blue,Wayfair,442.69
item968,Rustic Table,Sofa,Rustic,Glass,Brown,IKEA,594.62
item969,Modern Bed,Sofa,Minimalist,Glass,White,Wayfair,345.47
item970,Rustic Cabinet,Cabinet,Modern,Velvet,White,Wayfair,591.03
item971,Rustic Cabinet,Table,Vintage,Metal,Gray,West Elm,791.6
item972,Minimalist Sofa,Table,Industrial,Leather,Brown,Herman Miller,346.01
item973,Modern Bed,Bed,Vintage,Metal,Gray,West Elm,105.98
item974,Modern Bed,Sofa,Industrial,Leather,Brown,Wayfair,886.74
item975,Industrial Sofa,Bed,Modern,Wood,Brown,Ashley,419.78
item976,Rustic Sofa,Cabinet,Rustic,Leather,Brown,Wayfair,314.78
item977,Vintage Table,Bed,Vintage,Velvet,Brown,Herman Miller,516.64
item978,Rustic Table,Table,Rustic,Leather,White,IKEA,378.82
item979,Modern Bed,Chair,Rustic,Leather,White,Herman Miller,76.77
item980,Rustic Sofa,Sofa,Industrial,Leather,Gray,IKEA,927.06
item981,Industrial Cabinet,Table,Rustic,Velvet,Brown,Herman Miller,114.21
item982,Modern Chair,Bed,Industrial,Glass,Black,West Elm,781.93
item983,Minimalist Chair,Sofa,Minimalist,Metal,Brown,Wayfair,309.75
item984,Minimalist Sofa,Cabinet,Industrial,Wood,White,Herman Miller,938.85
item985,Industrial Sofa,Cabinet,Minimalist,Glass,Brown,Wayfair,742.16
item986,Rustic Table,Cabinet,Modern,Wood,Black,Ashley,619.86
item987,Minimalist Sofa,Cabinet,Minimalist,Wood,Brown,Wayfair,248.22
item988,Rustic Bed,Bed,Industrial,Glass,Black,IKEA,232.97
item989,Industrial Bed,Chair,Rustic,Wood,Gray,West Elm,527.98
item990,Vintage Bed,Chair,Modern,Glass,White,Ashley,887.72
item991,Modern Table,Sofa,Industrial,Velvet,Brown,Herman Miller,194.82
item992,Minimalist Bed,Cabinet,Vintage,Velvet,Brown,Ashley,702.25
item993,Modern Chair,Sofa,Minimalist,Metal,Blue,West Elm,887.61
item994,Vintage Table,Sofa,Rustic,Metal,Brown,IKEA,77.38
item995,Vintage Sofa,Sofa,Modern,Metal,White,West Elm,769.17
item996,Industrial Chair,Chair,Modern,Metal,Brown,Herman Miller,266.92
item997,Minimalist Table,Chair,Vintage,Leather,Gray,IKEA,932.34
item998,Vintage Bed,Sofa,Modern,Leather,Brown,West Elm,320.3
item999,Modern Cabinet,Chair,Vintage,Metal,White,West Elm,852.06
item1000,Minimalist Table,Chair,Rustic,Metal,Black,Herman Miller,129.58
item1001,Modern Bed,Cabinet,Industrial,Wood,Blue,Herman Miller,222.63
item1002,Minimalist Sofa,Chair,Modern,Metal,White,Wayfair,130.76
item1003,Rustic Sofa,Chair,Minimalist,Velvet,Black,Herman Miller,850.08
item1004,Vintage Sofa,Table,Rustic,Glass,Brown,West Elm,519.83
item1005,Industrial Chair,Bed,Minimalist,Leather,Gray,Herman Miller,233.5
item1006,Modern Table,Cabinet,Vintage,Velvet,Brown,Herman Miller,474.05
item1007,Minimalist Cabinet,Cabinet,Minimalist,Velvet,Blue,Ashley,436.98
item1008,Modern Bed,Sofa,Vintage,Leather,White,Herman Miller,666.33
item1009,Minimalist Chair,Bed,Minimalist,Glass,White,IKEA,804.54
item1010,Minimalist Cabinet,Cabinet,Rustic,Leather,Brown,Herman Miller,117.91
item1011,Modern Bed,Chair,Industrial,Wood,Black,Ashley,549.62
item1012,Vintage Table,Sofa,Minimalist,Velvet,Black,IKEA,354.12
item1013,Modern Table,Table,Industrial,Wood,Brown,Wayfair,722.82
item1014,Minimalist Cabinet,Bed,Minimalist,Velvet,Black,Wayfair,759.32
item1015,Modern Sofa,Cabinet,Modern,Leather,White,Herman Miller,250.11
item1016,Minimalist Chair,Sofa,Rustic,Wood,Brown,Wayfair,755.96
item1017,Minimalist Table,Bed,Modern,Glass,Brown,Wayfair,689.98
item1018,Minimalist Bed,Sofa,Vintage,Wood,Black,West Elm,756.87
item1019,Rustic Chair,Table,Industrial,Glass,White,Ashley,637.65
item1020,Minimalist Cabinet,Table,Rustic,Velvet,Black,IKEA,549.02
item1021,Minimalist Chair,Cabinet,Industrial,Velvet,Gray,IKEA,442.3
item1022,Industrial Bed,Bed,Modern,Metal,White,Ashley,901.06
item1023,Industrial Chair,Bed,Rustic,Velvet,White,Herman Miller,462.85
item1024,Modern Bed,Sofa,Minimalist,Glass,Blue,West Elm,361.19
item1025,Rustic Cabinet,Bed,Industrial,Glass,Gray,Wayfair,748.63
item1026,Minimalist Chair,Chair,Minimalist,Glass,White,Herman Miller,996.75
item1027,Minimalist Table,Sofa,Rustic,Velvet,Brown,Ashley,577.33
item1028,Vintage Cabinet,Bed,Industrial,Leather,Gray,Herman Miller,87.13
item1029,Modern Cabinet,Bed,Vintage,Wood,Gray,Herman Miller,624.34
item1030,Industrial Chair,Bed,Modern,Velvet,Blue,West Elm,981.11
item1031,Minimalist Sofa,Cabinet,Vintage,Glass,Brown,West Elm,712.81
item1032,Industrial Bed,Chair,Vintage,Metal,White,West Elm,390.72
item1033,Minimalist Bed,Cabinet,Minimalist,Velvet,White,Ashley,322.8
item1034,Minimalist Sofa,Chair,Rustic,Glass,Gray,Ashley,673.27
item1035,Industrial Cabinet,Bed,Vintage,Wood,Brown,Herman Miller,448.68
item1036,Minimalist Sofa,Sofa,Minimalist,Velvet,White,IKEA,219.79
item1037,Modern Chair,Bed,Modern,Wood,Blue,Ashley,993.86
item1038,Minimalist Table,Table,Modern,Glass,Brown,West Elm,757.95
item1039,Modern Sofa,Bed,Minimalist,Wood,White,Herman Miller,884.28
item1040,Minimalist Sofa,Chair,Modern,Velvet,Gray,Wayfair,762.66
item1041,Vintage Sofa,Chair,Rustic,Velvet,Black,IKEA,669.24
item1042,Rustic Sofa,Sofa,Minimalist,Wood,White,Wayfair,301.5
item1043,Rustic Table,Chair,Industrial,Leather,Gray,Ashley,967.05
item1044,Industrial Cabinet,Chair,Industrial,Velvet,Brown,Ashley,568.34
item1045,Vintage Bed,Bed,Industrial,Leather,Blue,Ashley,906.07
item1046,Modern Sofa,Bed,Minimalist,Wood,Blue,Herman Miller,792.4
item1047,Modern Cabinet,Sofa,Vintage,Wood,Blue,IKEA,497.99
item1048,Modern Cabinet,Table,Minimalist,Velvet,Blue,Wayfair,929.34
item1049,Rustic Sofa,Cabinet,Minimalist,Wood,Black,Herman Miller,176.48
item1050,Rustic Table,Bed,Vintage,Velvet,Black,Herman Miller,308.62
item1051,Minimalist Bed,Bed,Vintage,Leather,Blue,West Elm,441.4
item1052,Vintage Sofa,Bed,Minimalist,Glass,Gray,IKEA,256.72
item1053,Vintage Cabinet,Cabinet,Rustic,Metal,Blue,West Elm,470.42
item1054,Industrial Chair,Cabinet,Rustic,Wood,Blue,IKEA,688.55
item1055,Rustic Sofa,Cabinet,Minimalist,Velvet,White,West Elm,705.74
item1056,Rustic Chair,Table,Modern,Leather,Blue,Ashley,815.9
item1057,Industrial Sofa,Sofa,Vintage,Wood,Blue,IKEA,593.75
item1058,Industrial Table,Cabinet,Industrial,Wood,Brown,IKEA,228.57
item1059,Industrial Cabinet,Chair,Rustic,Wood,Gray,Herman Miller,795.56
item1060,Minimalist Bed,Chair,Modern,Metal,Brown,Ashley,721.82
item1061,Industrial Table,Bed,Modern,Velvet,Black,West Elm,570.26
item1062,Minimalist Sofa,Table,Modern,Wood,Black,West Elm,277.48
item1063,Rustic Cabinet,Chair,Industrial,Leather,Gray,IKEA,258.91
item1064,Vintage Table,Table,Vintage,Velvet,White,Wayfair,692.83
item1065,Industrial Bed,Chair,Modern,Wood,White,IKEA,65.7
item1066,Rustic Cabinet,Sofa,Vintage,Glass,Blue,IKEA,205.14
item1067,Industrial Sofa,Bed,Minimalist,Leather,Gray,Herman Miller,896.67
item1068,Vintage Table,Bed,Minimalist,Glass,Gray,West Elm,489.85
item1069,Industrial Bed,Bed,Minimalist,Velvet,Brown,Herman Miller,816.6
item1070,Vintage Bed,Bed,Vintage,Leather,Gray,Wayfair,258.6
item1071,Vintage Table,Table,Vintage,Wood,Gray,Ashley,169.5
item1072,Rustic Sofa,Chair,Minimalist,Glass,Brown,Ashley,165.15
item1073,Industrial Bed,Table,Rustic,Glass,Blue,Ashley,167.95
item1074,Industrial Table,Sofa,Minimalist,Metal,White,Wayfair,959.1
item1075,Vintage Bed,Sofa,Rustic,Metal,White,West Elm,895.17
item1076,Vintage Chair,Bed,Modern,Velvet,Blue,Ashley,130.42
item1077,Modern Bed,Chair,Modern,Velvet,Blue,West Elm,134.14
item1078,Modern Chair,Sofa,Modern,Metal,Brown,Wayfair,654.84
item1079,Vintage Cabinet,Sofa,Industrial,Velvet,Gray,Wayfair,958.74
item1080,Modern Table,Cabinet,Industrial,Leather,White,Ashley,61.2
item1081,Industrial Chair,Table,Vintage,Metal,Gray,IKEA,65.89
item1082,Rustic Bed,Chair,Industrial,Velvet,Brown,Ashley,679.93
item1083,Modern Cabinet,Bed,Modern,Velvet,Blue,Ashley,919.06
item1084,Rustic Bed,Bed,Modern,Glass,Gray,Ashley,406.1
item1085,Vintage Table,Table,Rustic,Wood,Blue,IKEA,551.39
item1086,Minimalist Sofa,Cabinet,Rustic,Velvet,Gray,Herman Miller,93.1
item1087,Minimalist Bed,Table,Minimalist,Leather,White,IKEA,990.04
item1088,Rustic Cabinet,Table,Modern,Glass,Gray,IKEA,680.52
item1089,Rustic Sofa,Table,Industrial,Leather,Brown,West Elm,211.26
item1090,Modern Bed,Sofa,Modern,Leather,Blue,Ashley,371.37
item1091,Minimalist Cabinet,Bed,Modern,Leather,Gray,West Elm,347.29
item1092,Industrial Table,Cabinet,Modern,Velvet,Gray,IKEA,765.89
item1093,Modern Sofa,Sofa,Minimalist,Metal,White,Herman Miller,960.37
item1094,Minimalist Sofa,Cabinet,Vintage,Leather,Brown,Ashley,509.31
item1095,Rustic Sofa,Bed,Minimalist,Glass,Blue,IKEA,676.54
item1096,Industrial Table,Sofa,Modern,Leather,Black,IKEA,958.13
item1097,Vintage Table,Sofa,Vintage,Metal,Black,Wayfair,758.34
item1098,Industrial Chair,Cabinet,Minimalist,Wood,Gray,Ashley,538.56
